month_date	gdp	tb	pi	ur	nyse	pce	ics
2007-08-01	1305.563939	4.2	11353.25946	4.6	10344.24902	10513.38708	83.4
2007-09-01	1305.563939	3.89	11422.99733	4.7	10820.98848	10560.81314	83.4
2007-10-01	1313.498309	3.9	11392.02319	4.7	11070.49262	10550.2174	80.9
2007-11-01	1313.498309	3.27	11437.97305	4.7	10582.26379	10626.22792	76.1
2007-12-01	1313.498309	3	11506.03897	5	10457.15853	10637.60803	75.5
2008-01-01	1305.947224	2.75	11505.84561	5	9761.747538	10621.57045	78.4
2008-02-01	1305.947224	2.12	11527.98725	4.9	9586.646516	10603.81435	70.8
2008-03-01	1305.947224	1.26	11559.00694	5.1	9409.973408	10653.018	69.5
2008-04-01	1312.69284	1.29	11475.6889	5	9894.243653	10636.02511	62.6
2008-05-01	1312.69284	1.73	12079.58293	5.4	10002.21308	10696.66986	59.8
2008-06-01	1312.69284	1.86	11843.70678	5.6	9214.257335	10754.22917	56.4
2008-07-01	1305.594044	1.63	11621.07931	5.8	8911.859381	10671.34861	61.2
2008-08-01	1305.594044	1.72	11544.8305	6.1	8852.128079	10660.78783	63
2008-09-01	1305.594044	1.13	11589.39698	6.1	7955.222098	10606.71665	70.3
2008-10-01	1277.337713	0.67	11545.17508	6.5	6381.034936	10486.07163	57.6
2008-11-01	1277.337713	0.19	11499.27358	6.8	5894.868512	10339.20788	55.3
2008-12-01	1277.337713	0.03	11379.99284	7.3	6060.945618	10244.3518	60.1
2009-01-01	1262.994862	0.13	11425.72861	7.8	5470.634728	10301.33929	61.2
2009-02-01	1262.994862	0.3	11330.86253	8.3	4861.25946	10282.59771	56.3
2009-03-01	1262.994862	0.21	11317.91189	8.7	5242.355943	10232.58507	57.3
2009-04-01	1261.176954	0.16	11454.26939	9	5813.45016	10254.11755	65.1
2009-05-01	1261.176954	0.18	11658.09064	9.4	6330.869297	10279.5293	68.7
2009-06-01	1261.176954	0.18	11533.45705	9.5	6226.565197	10340.68622	70.8
2009-07-01	1265.765026	0.18	11468.53736	9.5	6766.816012	10366.44968	66
2009-08-01	1265.765026	0.17	11472.43464	9.6	6997.451214	10492.11064	65.7
2009-09-01	1265.765026	0.12	11513.09276	9.8	7279.361144	10410.37309	73.5
2009-10-01	1279.669113	0.07	11468.83759	10	7074.869771	10426.20645	70.6
2009-11-01	1279.669113	0.05	11528.98939	9.9	7445.343603	10435.23447	67.4
2009-12-01	1279.669113	0.05	11597.11943	9.9	7542.552369	10496.54101	72.5
2010-01-01	1284.60298	0.06	11592.16327	9.8	7208.22185	10473.19867	74.4
2010-02-01	1284.60298	0.11	11588.07946	9.8	7366.61121	10503.35606	73.6
2010-03-01	1284.60298	0.15	11640.2266	9.9	7798.824914	10564.61324	73.6
2010-04-01	1296.43851	0.16	11687.66872	9.9	7790.458816	10540.52927	72.2
2010-05-01	1296.43851	0.16	11784.08013	9.6	7078.754911	10559.39464	73.6
2010-06-01	1296.43851	0.12	11798.35944	9.4	6743.222436	10580.65727	76
2010-07-01	1305.998628	0.16	11793.76858	9.4	7273.794178	10584.58565	67.8
2010-08-01	1305.998628	0.16	11843.75714	9.5	6967.377421	10629.7936	68.9
2010-09-01	1305.998628	0.15	11843.13359	9.5	7566.949163	10651.41028	68.2
2010-10-01	1312.554385	0.13	11829.00489	9.4	7764.693217	10649.42178	67.7
2010-11-01	1312.554385	0.14	11877.47383	9.8	7679.526204	10701.09443	71.6
2010-12-01	1312.554385	0.14	11988.46667	9.3	8230.439341	10739.74556	74.5
2011-01-01	1309.393214	0.15	12012.78743	9.1	8366.477345	10726.95127	74.2
2011-02-01	1309.393214	0.13	12077.34136	9	8674.228596	10762.5176	77.5
2011-03-01	1309.393214	0.1	12089.16255	9	8639.721708	10845.16308	67.5
2011-04-01	1318.753702	0.06	12038.45918	9.1	8855.425906	10812.27916	69.8
2011-05-01	1318.753702	0.04	12062.76424	9	8657.176399	10837.19695	74.3
2011-06-01	1318.753702	0.04	12117.19532	9.1	8495.638987	10862.52323	71.5
2011-07-01	1318.402281	0.04	12097.04423	9	8198.065955	10834.27191	63.7
2011-08-01	1318.402281	0.02	12113.07621	9	7638.925387	10857.71108	55.8
2011-09-01	1318.402281	0.01	12108.91601	9	6891.367997	10895.76167	59.5
2011-10-01	1333.672735	0.02	12112.90437	8.8	7662.765957	10894.40037	60.8
2011-11-01	1333.672735	0.01	12135.4974	8.6	7582.849559	10900.88447	63.7
2011-12-01	1333.672735	0.01	12252.51512	8.5	7575.281182	10913.75136	69.9
2012-01-01	1344.123037	0.03	12310.71285	8.3	7892.146577	10936.46798	75
2012-02-01	1344.123037	0.09	12414.7201	8.3	8168.787992	11028.49376	75.3
2012-03-01	1344.123037	0.08	12481.27265	8.2	8263.118896	11026.78212	76.2
2012-04-01	1349.899211	0.08	12496.96629	8.2	8142.42883	11011.30244	76.4
2012-05-01	1349.899211	0.09	12492.65392	8.2	7485.443183	11000.17049	79.3
2012-06-01	1349.899211	0.09	12497.06658	8.2	7824.295572	10977.8063	73.2
2012-07-01	1351.725617	0.1	12349.61337	8.2	7846.276055	10952.55675	72.3
2012-08-01	1351.725617	0.1	12343.42729	8.1	7996.937068	10979.39636	74.3
2012-09-01	1351.725617	0.11	12441.30706	7.8	8232.476927	11036.6675	78.3
2012-10-01	1353.268412	0.1	12508.21446	7.8	8161.251964	11018.59297	82.6
2012-11-01	1353.268412	0.09	12676.27585	7.7	8199.99572	11055.32227	82.7
2012-12-01	1353.268412	0.07	12997.80617	7.9	8381.736369	11058.99521	72.9
2013-01-01	1365.249805	0.07	12223.27688	8	8794.540149	11076.6371	73.8
2013-02-01	1365.249805	0.1	12206.27058	7.7	8768.84261	11113.02267	77.6
2013-03-01	1365.249805	0.09	12208.74242	7.5	9004.479023	11100.66344	78.6
2013-04-01	1366.931214	0.06	12212.34139	7.6	9146.000614	11047.31295	76.4
2013-05-01	1366.931214	0.04	12290.22685	7.5	9171.032062	11085.95991	84.5
2013-06-01	1366.931214	0.05	12329.76112	7.5	8984.127565	11109.8185	84.1
2013-07-01	1377.634961	0.04	12272.5132	7.3	9378.941971	11084.10683	85.1
2013-08-01	1377.634961	0.04	12318.13811	7.2	9096.195133	11115.99521	82.1
2013-09-01	1377.634961	0.02	12372.98613	7.2	9440.177627	11152.98573	77.5
2013-10-01	1388.639933	0.05	12288.3034	7.2	9763.882722	11139.42078	73.2
2013-11-01	1388.639933	0.07	12345.95238	6.9	9933.211536	11205.55615	75.1
2013-12-01	1388.639933	0.07	12408.96632	6.7	10144.97138	11235.11223	82.5
2014-01-01	1385.142135	0.04	12455.12416	6.6	9687.205784	11188.59031	81.2
2014-02-01	1385.142135	0.05	12544.92444	6.7	10132.52379	11240.77944	81.6
2014-03-01	1385.142135	0.05	12645.70679	6.7	10231.5657	11315.41863	80
2014-04-01	1402.514994	0.03	12625.00121	6.3	10263.92946	11302.60095	84.1
2014-05-01	1402.514994	0.03	12678.12129	6.3	10388.65507	11346.83549	81.9
2014-06-01	1402.514994	0.04	12744.95601	6.1	10604.13943	11413.09072	82.5
2014-07-01	1419.459958	0.03	12748.36824	6.2	10310.99952	11401.14776	81.8
2014-08-01	1419.459958	0.03	12807.29412	6.2	10618.47181	11481.70222	82.5
2014-09-01	1419.459958	0.02	12846.12944	5.9	10288.40966	11494.29486	84.6
2014-10-01	1426.172134	0.02	12868.18954	5.7	10404.57437	11534.73468	86.9
2014-11-01	1426.172134	0.02	12915.1996	5.8	10510.50067	11561.98133	88.8
2014-12-01	1426.172134	0.03	12973.43452	5.6	10399.04851	11572.15085	93.6
2015-01-01	1437.88935	0.03	12988.91961	5.7	10117.544	11566.23267	98.1
2015-02-01	1437.88935	0.02	13051.3308	5.5	10622.18193	11601.18293	95.4
2015-03-01	1437.88935	0.03	13051.9069	5.5	10465.09816	11674.05999	93
2015-04-01	1449.752716	0.02	13048.94117	5.4	10549.8866	11642.1929	95.9
2015-05-01	1449.752716	0.02	13125.41771	5.5	10556.14945	11713.13181	90.7
2015-06-01	1449.752716	0.02	13186.04518	5.3	10316.40875	11751.5133	96.1
2015-07-01	1453.23021	0.03	13191.49139	5.2	10352.54076	11753.95036	93.1
2015-08-01	1453.23021	0.07	13235.72781	5.1	9681.117231	11790.67135	91.9
2015-09-01	1453.23021	0.02	13240.86494	5	9322.650409	11789.52976	87.2
2015-10-01	1454.689239	0.02	13242.76	5	9949.079804	11808.5501	90
2015-11-01	1454.689239	0.12	13228.20866	5	9900.223349	11840.88639	91.3
2015-12-01	1454.689239	0.23	13260.06943	5	9647.077769	11858.95668	92.6
2016-01-01	1460.275094	0.26	13337.68026	4.9	9169.197273	11881.58584	92
2016-02-01	1460.275094	0.31	13340.91666	4.9	9099.548116	11946.21865	91.7
2016-03-01	1460.275094	0.29	13376.70744	5	9716.21543	11943.45819	91
2016-04-01	1468.539772	0.23	13304.18423	5	9866.81533	11955.32152	89
2016-05-01	1468.539772	0.27	13314.20522	4.7	9870.672541	12004.7647	94.7
2016-06-01	1468.539772	0.27	13335.19257	4.9	9916.768865	12077.27505	93.5
2016-07-01	1475.561353	0.3	13335.34265	4.9	10158.52557	12046.58479	90
2016-08-01	1475.561353	0.3	13369.34408	4.9	10138.97261	12095.27936	89.8
2016-09-01	1475.561353	0.29	13424.44336	5	10098.46309	12153.39261	91.2
2016-10-01	1482.008996	0.33	13417.44753	4.9	9821.860617	12129.40405	87.2
2016-11-01	1482.008996	0.45	13459.70765	4.6	10155.97822	12163.13718	93.8
2016-12-01	1482.008996	0.51	13511.15067	4.7	10360.66378	12221.88906	98.2
2017-01-01	1488.588208	0.51	13551.71289	4.8	10461.85967	12210.30063	98.5
2017-02-01	1488.588208	0.52	13616.40643	4.7	10731.66129	12196.9704	96.3
2017-03-01	1488.588208	0.74	13660.31228	4.5	10713.44639	12266.97739	96.9
2017-04-01	1499.589143	0.8	13632.36661	4.4	10723.2481	12273.65681	97
2017-05-01	1499.589143	0.89	13689.16155	4.3	10780.84241	12297.3601	97.1
2017-06-01	1499.589143	0.98	13690.74177	4.3	10932.98029	12331.3813	95
2017-07-01	1510.07151	1.07	13673.55246	4.3	11071.23225	12296.45596	93.4
2017-08-01	1510.07151	1.01	13731.09337	4.4	10986.14247	12339.93543	96.8
2017-09-01	1510.07151	1.03	13798.99535	4.2	11294.63367	12438.9206	95.1
2017-10-01	1518.644784	1.07	13767.45938	4.1	11340.33832	12410.40579	100.7
2017-11-01	1518.644784	1.23	13811.75108	4.1	11603.87397	12495.86488	98.5
2017-12-01	1518.644784	1.32	13860.63736	4.1	11770.23436	12528.1188	95.9
2018-01-01	1526.988873	1.41	13930.38374	4.1	12222.58182	12491.97685	95.7
2018-02-01	1526.988873	1.57	13976.0997	4.1	11568.46862	12476.70772	99.7
2018-03-01	1526.988873	1.7	14031.14171	4.1	11385.15655	12553.87626	101.4
2018-04-01	1542.626013	1.76	13963.41574	3.9	11352.10967	12519.90641	98.8
2018-05-01	1542.626013	1.86	14015.47168	3.8	11362.79413	12588.28651	98
2018-06-01	1542.626013	1.9	14069.61348	4	11342.03198	12643.06314	98.2
