date,perc_pos_rev_weighted,perc_neg_rev_weighted,perc_uncert_rev_weighted,perc_litig_rev_weighted,perc_modal_wk_rev_weighted,perc_modal_mod_rev_weighted,perc_constrain_rev_weighted,perc_modal_str_rev_weighted_diff
2014-07-01,2.1412951159999998,1.015319737,0.793469828,0.10059355699999999,0.33019840000000006,0.551456908,0.08751338800000001,0.019757360000000057
2014-08-01,2.130346167,1.0497350570000001,0.834831497,0.113474785,0.341255915,0.578951135,0.090563651,-0.028927903000000033
2014-09-01,2.263123561,1.017410608,0.8379016029999999,0.106588758,0.322422753,0.579738753,0.09509278199999999,0.05342557999999997
2014-10-01,2.204106724,1.057478968,0.853682528,0.121940335,0.363562995,0.633394673,0.09479439699999999,-0.011061414999999908
2014-11-01,2.215389993,1.012466063,0.8643660240000001,0.131728681,0.359091386,0.632209572,0.09057788300000001,0.03330740300000001
2014-12-01,2.170032965,1.025175934,0.850980092,0.132659726,0.363685482,0.607885936,0.094318439,0.014903858999999908
2015-01-01,2.11202873,1.040339249,0.8003749509999999,0.085668535,0.36728215399999997,0.539720356,0.107587424,-0.05069774599999999
2015-02-01,2.102679625,1.013644054,0.79207432,0.082350096,0.35594043200000003,0.553542775,0.105434746,-0.00230207299999996
2015-03-01,2.2023580380000003,0.991395879,0.834183795,0.08282094,0.37250348200000005,0.553577989,0.105214959,-0.034346443999999976
2015-04-01,2.2236399209999997,1.009423599,0.844877797,0.074538852,0.35222433,0.570828216,0.09539628900000001,-0.021756245000000063
2015-05-01,2.232161872,1.017223563,0.846381831,0.076260801,0.34852828799999996,0.549745209,0.087011336,-0.027705906000000002
2015-06-01,2.267354499,0.9703618490000001,0.840815698,0.07948105700000001,0.332214939,0.583767695,0.096239311,0.03919578499999998
2015-07-01,2.3074799980000003,0.9369991520000001,0.8135627,0.096214464,0.334085681,0.596014131,0.087763715,0.037520312000000056
2015-08-01,2.266897932,0.9467705909999999,0.803293705,0.107384497,0.330519114,0.6094097820000001,0.093879009,-0.00028217900000004903
2015-09-01,2.271995118,0.960643263,0.828076432,0.12069453,0.331986171,0.567221995,0.096749011,-0.026353367000000016
2015-10-01,2.265071119,0.95330822,0.8121513770000001,0.11403233800000001,0.34648621799999996,0.585880741,0.07838882,-0.029636080999999925
2015-11-01,2.214852594,0.971216723,0.831990125,0.126182082,0.34486454899999996,0.5592796520000001,0.079455884,-0.01184291500000001
2015-12-01,2.2284242290000003,0.997417331,0.83307241,0.124710018,0.351744357,0.554571658,0.08229022,0.018811315999999967
2016-01-01,2.22364963,1.04413021,0.790799646,0.09450496,0.344122401,0.560665318,0.09257141,-0.04927619499999991
2016-02-01,2.164492774,1.0420237559999999,0.79923246,0.087032877,0.35117582799999997,0.594765042,0.084859442,0.015361270999999954
2016-03-01,2.1333153080000002,1.0469704309999999,0.7981805359999999,0.083986614,0.35444482899999996,0.584096167,0.081473995,-0.039876099
2016-04-01,2.26198602,1.022019818,0.834361355,0.10846464,0.35877766200000005,0.6113546089999999,0.063446555,0.024054542999999984
2016-05-01,2.175145941,1.03617804,0.819223426,0.105486409,0.35329729600000004,0.574095068,0.068791836,0.014746818999999967
2016-06-01,2.244325667,1.0319324559999998,0.82358395,0.12118801800000001,0.33091171,0.581187888,0.075793689,-0.004238826000000029
2016-07-01,2.257586261,0.971161171,0.813378198,0.078427892,0.308733452,0.549892641,0.097897585,0.02405823100000004
2016-08-01,2.301573714,0.940454337,0.816669188,0.068048603,0.315189905,0.564456819,0.103330175,-0.026906326999999952
2016-09-01,2.335962206,0.90407635,0.8132932340000001,0.064889711,0.325976945,0.5569008679999999,0.09900952,0.021752839999999996
2016-10-01,2.284018705,0.9167351359999999,0.8495704070000001,0.102262564,0.342175826,0.5881489329999999,0.08228426400000001,-0.03307167100000008
2016-11-01,2.293942233,0.919556426,0.878142685,0.11150444,0.36936568200000003,0.584632614,0.07550988900000001,-0.03157186499999998
2016-12-01,2.330129534,0.9169312070000001,0.869553476,0.112152525,0.35277677799999996,0.553345259,0.083132213,0.015244761000000051
2017-01-01,2.137728633,0.980940395,0.856793482,0.12655618300000002,0.33327351,0.588449465,0.08655472199999999,0.026831332999999957
2017-02-01,2.124255373,0.988778822,0.855457483,0.11848574,0.336356586,0.576232576,0.08140088599999999,0.029227705000000048
2017-03-01,2.19150196,1.014298076,0.85817139,0.12496809800000001,0.340198444,0.551596577,0.084271876,-0.013306402999999967
2017-04-01,2.038902277,1.023285102,0.80468009,0.12459561300000001,0.335364678,0.556831512,0.078452273,-0.06048779400000015
2017-05-01,2.042821255,0.992632097,0.7896212659999999,0.11862582699999999,0.32474270899999996,0.57604145,0.072911329,-0.0026263929999998936
2017-06-01,2.027040166,1.028209484,0.821266465,0.128936791,0.306911305,0.5453968060000001,0.076143482,-0.0059132970000000395
2017-07-01,2.299178766,0.933051145,0.7516499529999999,0.114939927,0.281703629,0.59692082,0.081322006,-0.03614055300000002
2017-08-01,2.301602585,0.948226296,0.746192705,0.10855790400000001,0.284616141,0.570424441,0.076148605,-0.014955121999999987
2017-09-01,2.374484769,0.919403327,0.80823473,0.125100776,0.328568348,0.5883472670000001,0.09018284900000001,0.04326894400000003
2017-10-01,1.82769021,1.072990926,0.8418766059999999,0.050705925,0.44323222700000003,0.6948670790000001,0.070608925,-0.015091414000000025
2017-11-01,1.8244249540000002,1.004652459,0.8531827129999999,0.064049381,0.45279787200000005,0.7241465109999999,0.065808277,0.01628172499999997
2017-12-01,1.783960574,1.006678137,0.845000924,0.065282311,0.46624750299999995,0.748843316,0.069556885,-0.017273901999999952
2018-01-01,2.0197049519999997,0.95414695,0.839188015,0.09121527199999999,0.42789020899999997,0.702086946,0.084089836,0.110257569
2018-02-01,2.004128983,0.9637265859999999,0.8156286970000001,0.09850041,0.41442402799999994,0.6882193320000001,0.091516011,0.015686863999999967
2018-03-01,2.016780986,0.9792555740000001,0.800768534,0.10281009599999999,0.402890395,0.677247158,0.078647361,-0.03241323900000004
2018-04-01,1.926136585,1.068872914,0.777739011,0.095691095,0.379909479,0.6699610460000001,0.07209203,-0.06494469799999991
2018-05-01,1.915106882,1.074676969,0.8032686529999999,0.08256546599999999,0.40134281200000005,0.709647757,0.061652242,0.05486196599999993
2018-06-01,2.0438355219999997,0.890238545,0.815789663,0.09484385,0.312586209,0.506602308,0.10176051400000001,0.11446346400000007
