month_date,ur,pi_gr,nyse_gr,gdp_log_diff,tb_sqrt_diff,ics_log_diff,pce_gr_diff
2014-06-01,6.1,0.0052716580375922195,0.02074227689224828,0.0,0.02679491924311228,0.007299302481611036,0.0019254329595781439
2014-07-01,6.2,0.00026773179894257204,-0.02764391320343096,0.01200943874223448,-0.02679491924311228,-0.008521049731933239,-0.006885519653807015
2014-08-01,6.2,0.004622229205390571,0.02981983360619922,0.01200943874223448,0.0,0.008521049731933239,0.008111895794846835
2014-09-01,5.9,0.003032281419957039,-0.03108377136615481,0.0,-0.03178372451957823,0.025135973271543044,-0.005968712108592067
2014-10-01,5.7,0.0017172565559950836,0.011290832484211366,0.004717537778159198,0.0,0.02682376565916833,0.0024214942517102322
2014-11-01,5.8,0.0036531992207504693,0.010180743222463873,0.004717537778159198,0.0,0.021628617726777932,-0.001156112197364223
2014-12-01,5.6,0.004509022067301194,-0.010603886865077405,0.0,0.03178372451957823,0.052643733485422395,-0.001482573781540264
2015-01-01,5.7,0.001193599888767105,-0.02707021798477971,0.00818228340240168,0.0,0.046956983087770965,-0.0013909812417491896
2015-02-01,5.5,0.00480495621452226,0.049877512763967013,0.00818228340240168,-0.03178372451957823,-0.027908788117076533,0.003533165423486473
2015-03-01,5.5,4.414109249295528e-05,-0.01478827712000963,0.0,0.03178372451957823,-0.02547908530098475,0.0032601148771502775
2015-04-01,5.4,-0.0002272258010053152,0.008102020516547181,0.008216692009657578,-0.03178372451957823,0.03070648873613635,-0.00901159955586861
2015-05-01,5.5,0.005860746784254189,0.0005936414520324451,0.008216692009657578,0.0,-0.05574862476830145,0.008822995132599099
2015-06-01,5.3,0.004619088804602933,-0.0227109990376273,0.0,0.0,0.05783195885515546,-0.0028164687094940355
2015-07-01,5.2,0.0004130283133159107,0.0035023825514861606,0.0023958085541782026,0.03178372451957823,-0.031715131693225374,-0.0030694087830989147
2015-08-01,5.1,0.0033534055166446475,-0.06485591745692387,0.0023958085541782026,0.09137005034957135,-0.012973154921379404,0.0029167576470892076
2015-09-01,5.0,0.0003881259930504921,-0.037027422914800545,0.0,-0.12315377486914958,-0.05249669844670812,-0.003220961758441887
2015-10-01,5.0,0.00014312207009026245,0.06719434576193617,0.0010034866151027444,0.0,0.03160533941533128,0.0017101461958218822
2015-11-01,5.0,-0.0010988147485871957,-0.0049106506292529994,0.0010034866151027444,0.20498880527646596,0.01434111727065801,0.0011250546343510859
2015-12-01,5.0,0.002408547583342857,-0.025569683741081484,0.0,0.1331729908174965,0.014138354051210555,-0.0012122866951591593
2016-01-01,4.9,0.00585297312428934,-0.04953629559571138,0.0038325421508762503,0.03031879902800655,-0.0065005646030931175,0.00038209879545458847
2016-02-01,4.9,0.00024265089107777804,-0.007595992858076217,0.0038325421508762503,0.0468744849237237,-0.0032661977866208503,0.0035315546085283867
2016-03-01,5.0,0.002682782668698591,0.06776900414600773,0.0,-0.018259955569551845,-0.007662872745569871,-0.005670820035999613
2016-04-01,5.0,-0.0054216039578720565,0.015499851880085291,0.005643716188974857,-0.05893332838217841,-0.022223136784710107,0.0012243649952097257
2016-05-01,4.7,0.0007532209286011948,0.0003909276571005815,0.005643716188974857,0.04003208993939128,0.062077630459892674,0.0031423718883483165
2016-06-01,4.9,0.0015763126415142548,0.0046700286944509894,0.0,0.0,-0.012752563897390878,0.0019044679545816567
2016-07-01,4.9,1.1254430651197467e-05,0.024378576156317333,0.004769940987070953,0.028107315234502828,-0.038151765964376416,-0.008581288541931964
2016-08-01,4.9,0.0025497230099293944,-0.0019247832636012374,0.004769940987070953,0.0,-0.0022246950221109785,0.006583346449904881
2016-09-01,5.0,0.004121315127376013,-0.00399542651491569,0.0,-0.0092060767917157,0.015469921772131912,0.0007624335974822927
2016-10-01,4.9,-0.0005211262629216673,-0.02739055146657976,0.004360101335596056,0.035939783940352465,-0.04485056616535221,-0.006778438322990965
2016-11-01,4.6,0.0031496392965586484,0.03401775040685262,0.004360101335596056,0.09636412859613408,0.07296052509724493,0.004754919595411522
2016-12-01,4.7,0.003822001289901733,0.02015419446222455,0.0,0.04332244960434806,0.045841359348241184,0.002049219235122246
2017-01-01,4.8,0.0030021292035522507,0.009767317244224083,0.0044295623443728616,0.0,0.003050332817623236,-0.005778493014001351
2017-02-01,4.7,0.004773827524617857,0.025789068914169544,0.0044295623443728616,0.006967412238512938,-0.02258822937396321,-0.00014354993019105589
2017-03-01,4.5,0.0032244814537312205,-0.0016973047795472151,0.0,0.13912227161146473,0.006211200092640645,0.0068314232459441016
2017-04-01,4.4,-0.0020457563068245754,0.0009148979369653087,0.007363006547480566,0.03419466429565321,0.0010314596066622883,-0.005195199055007205
2017-05-01,4.3,0.004166183438636395,0.005370976169058128,0.007363006547480566,0.048970922205744505,0.001030396793896493,0.0013867287713533738
2017-06-01,4.3,0.00011543585005013846,0.014111873099905692,0.0,0.04655138045550622,-0.021864483696738546,0.0008353120785813406
2017-07-01,4.3,-0.0012555426352183208,0.0126454046685196,0.006965841398627326,0.044458549617693466,-0.016985546365743787,-0.005598777582239145
2017-08-01,4.4,0.004208190239392895,-0.007685664800320513,0.006965841398627326,-0.029420481166771095,0.03575564904773465,0.006368167671120362
2017-09-01,4.2,0.004945125502412884,0.02808002907684859,0.0,0.009901594397133007,-0.01771802473118722,0.004485595547133903
2017-10-01,4.1,-0.0022853815948272738,0.004046580999027549,0.005661340360806122,0.01951888676963809,0.05721683017317236,-0.010313916833979753
2017-11-01,4.1,0.0032171295209588724,0.023238781997819702,0.005661340360806122,0.07464560736208159,-0.022089251546473676,0.009178469662504685
2017-12-01,4.1,0.003539470101715514,0.01433662502971833,0.0,0.039858878666664044,-0.026750566288650468,-0.004304915981602653
2018-01-01,4.1,0.005031974950970186,0.038431474358510576,0.005479391690814239,0.038521679396186004,-0.002087683430484155,-0.005466033956290972
2018-02-01,4.1,0.003281744484089799,-0.05351677817608591,0.005479391690814239,0.06556219991037504,0.04094737850888386,0.001662551536018797
2018-03-01,4.1,0.0039382954602134035,-0.015845837164919385,0.0,0.05084407242636302,0.016907414189290648,0.007407323180781855
2018-04-01,3.9,-0.004826832441705786,-0.002902628510628613,0.010188428090862622,0.022809435101630138,-0.02597548640326064,-0.008890933425164893
2018-05-01,3.8,0.0037280233554086717,0.000941187172304625,0.010188428090862622,0.03716825355642572,-0.008130126083250033,0.008167635346340796
2018-06-01,4.0,0.0038630023474173214,-0.0018272046261212926,0.0,0.014586705510436504,0.0020387366898475534,-0.0011103133278369537
